Nayan sutijax Filomenawa,Yo me llamo Filomena,
Qawqha maranitasa kullaka?,¿Cuántos años tienes hermana?,
Nayax pusitunka payani maranitwa,Yo tengo 42 años,
Jumasti?,¿Y tú?,
Nayax pä tunka kimsani maranitwa,Yo tengo 23 años,
Jumax kawki markatatasa?,¿Tú de dónde eres?,
Nayax La Paz markatatwa,Yo soy de La Paz,
Jumax kuna luriritasa?,¿Tú a qué te dedicas?,
Nayax utankiritwa,Yo soy ama de casa,
Jumasti?,¿Y tú?,
Nayax qulliritwa,Yo soy enfermera,
Kuna manaq’s munta?,¿Qué comida quieres?,
Nayax wallaqi muntha,Yo quiero Wallake,
Jumax uywanitati?,¿Tú tienes animales?,
Jisa,Sí,
Qawqha uywanitasa?,¿Cuántos animales tienes?,
"Nayax mä phisi, mä anu, pä wallpanitwa","Yo tengo 1 gato, 1perro y 2 gallinas",
Phisimax kuna saminisa?,¿De qué color es tu gato?,
Phisijax janq’uwa,Mi gato es de color blanco,
Kuna phaxsisa?,¿Qué mes es?,
Taypi sata phaxsiwa,Es el mes de octubre,
Kuna pachasa kullaka?,¿Qué hora es hermana?,
Paqallqu alwa pachawa,Son las 7:00 de la mañana,
Wasurux kuna urunsa?,¿Ayer qué día era?,
Wasurux illamp urunwa,Ayer era jueves,
Jumarux kunas ustam Alejandra?,¿Qué te duele Alejandra?,
P’iqiw usutu,La cabeza me duele,
Sintit ustam?,¿Te duele mucho?,
"Jisa, anchapuniw usutu","Sí, mucho me duele",
Jumapï ancha p’iqi jaristaxa,"Tú pues, te lavas mucho la cabeza",
Jisa kullaka,Si hermana,
Sumarataw kullaka,Te vas a mejorar hermana,
"Yuspajara, sarxa","Gracias, me voy",
Jikisinkam kullaka Alejandra,Hasta luego hermana Alejandra,
Jikinsikamay kullaka Filomena,Hasta luego hermana Filomena,
Phaxsi uruw jikisiñani,El lunes nos encontrarnos,
Phaxsi urukamay,Hasta el lunes,
Aski urukïkan kullaka,Buen día hermana,
Aski urukïpanay jilata,Buen día hermano,
Juman sutimax kunasa?,¿Cuál es tu nombre?,
"Nayan sutijax Fabiolawa, jumansti?",Mi nombre es Fabiola ¿y de ti?,
Nayan sutijax Williham satawa,Mi nombre es Williham,
Jumax kawkitatasa?,¿Tú de dónde eres?,
"Nayax Tacna Perú markatatwa, jumasti?",Yo soy de Tacna Perú ¿y tú?,
Nayax La Paz Bolivia markatatwa,Yo soy de La Paz-Bolivia,
Waliki kullaka,Que bueno hermana,
Qawqha maranitasa?,¿Cuántos años tienes?,
"Nayax pusi tunka maranitwa, jumasti kullaka?","Yo tengo 40 años ¿y tú, hermana?",
Nayax pä tunka pusini maranitwa,Yo tengo 24 años,
Qawqha jilanitasa?,¿Cuántos hermanos tienes?,
"Nayax mä jilatanitwa, jumasti?",Yo tengo 1 hermano ¿y tú?,
"Nayax pä jilatanitwa, qawqha kullakanitasa?",Yo tengo 2 hermanos ¿cuántas hermanas tienes?,
"Janiw kullakanikti, jumasti?","Yo no tengo hermanas, ¿y tú?",
Nayax mä kullakanikitwa,Yo tengo 1 hermana,
Jupax khitisa?,¿Él quién es?,
Jupax tatajawa,Él es mi Papá,
Jupax kawkitasa?,¿Él de dónde es?,
Jupax Tacnatawa,Él es de Tacna,
Akax kunasa?,¿Esto qué es?,
Ukax pank’arawa,Eso es flor,
Chanipax qawqhasa?,¿Cuál es su precio?,
Chanipax phisqa bolivianuwa,Su precio es de 5 bolivianos,
"Jilata, ukax kuna uywasa","Hermano, ¿ese qué animal es?",
"Ukax phisiwa, jumax qawqha uywanitasa",Eso es un gato ¿y tú cuántos animales tienes?,
"Nayax janiw uywanikti, jumasti",Yo no tengo animales ¿y tú?,
"Nayax pä uywanitwa, mä wallpampi, mä wank’umpi","Yo tengo 2 animales, una gallina y un conejo",
"Waliki, jilata jumax kuna luriritasa?","Está bien, ¿hermano a qué te dedicas?",
"Nayax yatichiritwa, jumasti?",Yo soy profesor ¿y tú?,
Nayax yatiqiritwa,Yo soy estudiante,
Jumax qawqha qullqinitasa?,¿Tú cuánto dinero tienes?,
Nayax tunka qullqinitwa,Yo tengo 10 bolivianos,
"Kullaka, walikistati?",Hermana ¿estás bien?,
"Janiwa, kayuw usutu","No, me duele mi pie",
Kunarsats ustam?,¿Desde cuándo te duele?,
Wasuruta,Desde ayer,
Kunats ustam?,¿Por qué te duele?,
Nayax tinktwa,Yo me caí,
Sintit ustam?,¿Te duele mucho?,
Mä juk’akiw usutu,Solo me duele un poco,
Waliki kullaka,Está bien hermana,
"Jilata, kuns manq’añ munta?","Hermano, ¿qué quieres comer?",
Nayax ispi challwa muntha,Yo quiero pescado ispi,
Ispix kunjamas phayaña?,¿Cómo se cocina el ispi?,
"Ispi challwax thixiñawa, tunqumpi, ch’uqimpiw qhathiyañawa","El pescado ispi se frita, y se hace cocer el maíz y papa",
Uka manqax sumati?,¿Esa comida es rico?,
Wali sumawa,Es muy rico,
"Ispi challwax, kuna saminisa?",El pescado ispi ¿de qué color es?,
Uqiwa,Es plomo,
"Jilata, urumax kuna phaxsinkisa?","Hermano, ¿en qué mes es tu cumpleaños?",
"Urujax sata phaxsinkiwa, jumansti?",Mi cumpleaños es en septiembre ¿y de ti?,
Urujax jallu qallta phaxsinkiwa,Mi cumpleaños es en diciembre,
Kuna phaxsinktansa? Janiw amtaskti,¿En qué mes estamos? No recuerdo,
Taypi Sata,Octubre,
Jichhurux kuna urusa?,¿Hoy qué día es?,
Jichhurux samaña uruwa,Hoy es sábado,
Wasurux kuna urunsa?,¿Ayer qué día era?,
Wasurux ñanqha urunwa,Ayer era viernes,
Qharurux kuna urunisa?,¿Mañana qué día será?,
Qharurux inti uruniwa,Mañana será Domingo,
Kuna pachasa?,¿Qué hora es?,
Llätunka arumat kimsa tunka phisqani k’atanakaw saraqxi,Son las 9:35 de la noche,
Jupanakax anatasipkiti?,¿Ellos están jugando?,
"Jisa, jupanakaw anatasipkiwa","Sí, ellos están jugando",
"Waliki kullaka, jurpurkama, jikisiñkama","Que bueno hermana, hasta pasado mañana, hasta luego",
Jikisinkamay jilata,Hasta luego hermano,
Aski jayp’ukïpan kullaka,Buenas tardes hermana,
Aski Jayp’ukïpanay kullaka,Buenas tardes hermana,
Juman phuqha sutimax kunas kullaka?,¿Cuál es tu nombre completo hermana?,
Nayan phuqhat sutijax Doris Mollo Callewa,Mi nombre completo es Doris Mollo Calle,
Jumansti kullaka?,¿Y de ti hermana?,
Nayan phuqhat sutijax Vilma Sánchez Alvares satawa kullaka,Mi nombre completo es Vilma Sánchez Álvarez,
Uka utanakax khistinkis kullaka Doris,¿Esas casas de quién es hermana Doris?,
Uka utanakax nayankiwa kullaka Vilma,Esas casas son mías hermana Vilma,
Qhawqha jilanitasa kullaka Vilma?,¿Cuántos hermanos tienes hermana Vilma?,
Nayax pusi jilanitwa Kullaka Doris,Yo tengo cuatro hermanos hermana Doris,
Jumasti qhawqha jilanitasa kullaka?,"¿Y tú, cuantas hermanas tienes hermana Doris?",
Nayax kimsa jilanitwa kullaka Vilma. Jilir jilajax k’añask’u aljiriwa,Yo tengo cuatro hermanos hermana Vilma. Mi hermano mayor vende vehículos,
Kullaka Doris kunas ustam?,Hermana Doris ¿qué te duele?,
Kullaka Vilma nayarux ampar ch’akhaw usutu,Hermana Vilma a mí me duele el hueso de mi mano,
Kunjams ustam kullaka?,¿Cómo te duele hermana?,
Sintiw usutu kullaka Vilma,Me duele mucho hermana Vilma,
Qullasintaw kullaka Doris,Te basa curar hermana Doris,
"Jisa kullaka Vilma, ch’akha qulliriruw sarä","Si hermana Vilma, iré a donde el especialista en huesos",
Kullaka Vilma jac’ha jawasanak apanirapita,Hermana Vilma habas grandes me lo vas a traer,
Jisa jach’a jawanasanak apanirapimawa,"Sí, te le voy a traer habas grandes",
Ukax kuna juyrasa kullaka Vilma,Esto que alimento es hermana Vilma,
Ukax q’illu tunqunakawa kullaka Doris,Eso es maíz amarrillo hermana Doris,
Uka q’illu tunqu satanintaw kullaka,Ese maíz amarrillo vas a ir a sembrar hermana,
Jisa kullaka qhirwaruw satanixa,Si hermana al valle voy a ir a sembrar,
Kullaka kuna uywanitasa?,¿Hermana qué animales tienes?,
Nayax walja qawranitwa kullaka,Yo tengo muchas llamas hermana,
"Jumasti, kuna uywanitasa?","¿Y tú, qué animales tienes?",
Nayax pä tunka allpachunitwa kullaka,Yo tengo 20 alpacas hermana,
"Suxtax ch’iyarawa, tunkax janq’uwa, pusix ch’umphiwa","Seis de color negro, diez de color blanco y cuatro de color café",
Kunapachasa jikisiñani Kullaka Doris?,¿Cuándo nos encontraremos hermana Doris?,
Inti urun jikisiñani kullaka Vilma,El día domingo nos encontraremos hermana Vilma,
Kuna phaxsinsa tunqunaka satañani kullaka Doris?,¿En qué mes vamos a sembrar maíz hermana Doris?,
Sata phaxsina satañani kullaka Vilma,En el mes de septiembre sembraremos hermana Vilma,
Kuna urus jikisiñani kullaka Doris?,¿Qué día nos encontraremos hermana Doris?,
Pacha urunwa jikisiñani kullaka Vilma,El día miércoles nos encontraremos hermana Vilma,
Jikisiñkam kullaka Doris,Hasta luego hermana Doris,
Jikisiñkamay kullaka Vilma,Hasta luego hermana Vilma,
Aski jayp’ukipana jilata,Buenas tardes hermano,
Aski jayp’ukipanaya jilata,Buenas tardes hermano,
Kamisaki jilata?,¿Cómo estás hermano?,
"Waliki jilata, jumasti?","Bien hermano, ¿y tú?",
Walikiraki Jilata,Bien también hermano,
Juman sutimaxa kunasa?,¿Cuál es tu nombre?,
"Nayana sutijaxa Jose Luis Mamaniwa, jumansti?",Mi nombre es José Luis Mamani ¿y de ti?,
Nayan sutijaxa Nestor Vilca Mamaniwa,Mi nombre es Nestor Vilca Mamani.,
Qawqha maranitasa jilata Nestor?,¿Cuántos años tienes hermano Nestor?,
"Nayax phisqha tunka phisqhani maranitwa, jumansti?",Yo tengo 55 años ¿y tú?,
Nayax pusi tunka pusini maranitwa. Jilata Nestor wilamasinitati?,Yo tengo 44 años. Hermano Nestor ¿tienes familia?,
"Jisa, familianitwa","Sí, tengo familia",
Uywanitati?,¿Tienes ganado?,
"Jisa, uywanitwa","Sí, tengo ganado",
Warmiman sutipax kunasa?,¿Cuál es el nombre de tu esposa?,
Warmijan sutipax Rosa Mamaniwa,Su nombre de mi esposa es Rosa Mamani,
Utanitati?,¿Tienes casa?,
"Jisa, utanitwa",Sí tengo casa,
"Amp suma jilata, jichurux kuna urusa?","Por favor hermano, ¿hoy qué día es?",
"Jichhurux saxra uruwa, jilata","Hoy es martes, hermano",
"Aka phaxsix, kuna phaxsisa?",Este mes ¿qué mes es?,
Aka phaxsix taypisatawa,Este mes es octubre,
"Jilata Nestor, kuna marasa?",Hermano Nestor ¿qué año es?,
Aka marax pä waranka pä tunka mayaniwa,Este año es 2021,
"Amp suma jilata, anchhitax kuna pachasa?","Por favor hermano, ¿ahora qué hora es?",
Anchhitax paqallqu alwa pachawa,En este momento sonlas 7:00 de la mañana,
"Jilata Nestor, jumax juyranisktati?",Hemano Nestor tienes alimentos?,
"Jisa jilata, juyranisktwa","Sí hermano, tengo alimentos",
Kuna juyranitasa?,¿Qué alimentos tienes?,
"Nayax tunqu, jawasa, ch'uqi ukakanitwa","Yo tengo maíz, haba, papa",
Jumax kuna muxsa achs munta?,¿Qué fruta quieres?,
Nayax larankha muntha,Yo quiero naranja,
Tatamax kuna juyranisa?,¿Tu papá qué alimentos tiene?,
Tajajax tunquniwa,Mi papá tiene maíz,
Jumax kuna manq's munta?,¿Tú qué comida quieres?,
Nayax plato paceño muntha,Yo quiero plato paceño,
Ukax kunampis phayaña?,¿Eso con qué hay que cocinar?,
"Ukax jasawampi, ch'uqimpi, chhuxllumpi, aychampi, kisumpiw phayaña","Eso se cocina con papa, choclo, carne y queso",
Plato paceñux kunjamas phayaña?,¿Cómo se cocina el plato paceño?,
"Jasawampi, ch'uquimpi, chhuxllumpix qhathiyañawa. Kisumpi aychampix thixiñawa","Las habas, la papa y el choclo hay que hacer cocer. El queso y la carne hay que fritar",
Tatamax kuna manq's muni?,¿Tu papá qué comida quiere?,
Tatajax kisu umacha muni,Mi papá quiere queso humacha,
"Waliki, kunas ukanakaxa, jilata Nestor?","Bien, que son esos hermano Néstor?",
Ukax qawranakawa,Esos son llamas,
Ukanakasti?,¿Y esos?,
Ukanakax iwijanakajawa,Esos son mis ovejas,
Khayanakasti?,¿Y aquellos?,
Khayanakax wilamasijawa,Aquellos son mis familiares,
Kawkinkiritasa?,¿De dónde eres?,
Nayaxa Puno markankiritwa,Yo soy de Puno,
Taykanitati?,¿Tienes mamá?,
Jisa taykanitwa,"Sí, tengo mamá",
Taykamax kawkinkirisa?,¿Tu mamá de dónde es?,
Taykajax Puno markanrikiwa,Mi mamá es de Puno,
Taykaman sutipax kunasa?,¿Cuál es su nombre de tu mamá?,
Taykajan sutipax Maximawa,Su nombre de mi mamá es Maxima,
Achachilaman sutipax kunasa?,¿Cuál es el su nombre tu abuelo?,
Achachilajan sutipax Franciscowa,El nombre de mi abuelo es Francisco,
Achachilamax qawqha maranisa?,¿Tu abuelo cuántos años tiene?,
Kimsa qallq tunka phisqani maraniwa,Tiene 85 años,
Awichuman sutipax kunasa?,¿Cuál es el su nombre tu abuela?,
Awichujan sutipax Matinawa,El nombre de mi abuela es Martina,
Allchhinitati?,¿Tienes nietos?,
"Jisa, allchhinitwa","Sí, tengo nietos",
Qawqha allchhinitasa?,¿Cuántos nietos tienes?,
Nayx pusi allchhinitwa,Yo tengo 4 nietos,
Qawqhanis yuqalla?,¿Cuántos son niños?,
Kimsaniw yuqalla,3 son niños,
Jilie allchhimax qawqha maranisa?,¿Cuántos años tiene tu nieto mayor?,
Tunka mayani maraniwa,Tiene 11 años,
"Waliki, Jikisiñkama jilata Néstor","Bien, hasta luego hermano Néstor",
Jikisiñkamay jilata José,Hasta luego hermano José,
Aski urukïpan kullaka Edyth,Buen día hermana Edyth,
Aski urukïpanay kullaka Patricia,Buen día hermana Patricia,
Kamisaki kullaka?,¿Como estás hermana?,
"Waliki kullaka, ¿jumasti?","Bien hermana, ¿y tú?",
Walikiraki kullaka,Bien también hermana,
Qawqha maranitasa?,¿Cuántos años tienes?,
Nayax pä tunka phisqani maranithwa,Yo tengo 25 años,
Akax kunasa?,¿Esto que es?,
Ukax pankawa,Eso es libro,
Kuna marasa kullaka?,¿Qué año es hermana?,
Pä waranqa pä tunka mayani marawa,Es 2021,
Kuna phaxsinktansa?,¿En qué mes estamos?,
Taypi sata phaxsinktawa,Estamos en octubre,
Jumax kuna luriritasa?,¿Tú a qué te dedicas?,
Nayax Qulliritwa,Soy doctora,
Kunas ustam?,¿Qué te duele?,
"Janiw kunas uskituti, jumarusti kullaka?","No me duele nada, ¿y a ti hermana?",
Puraka usutu,Me duele el estómago,
Jumax kuna manq’s muntha?,¿Tú qué comida quieres?,
Nayax Chairu muntha,Yo quiero Chairo,
Kuna phaxsinsa yuritata?,¿En qué mes habías nacido?,
Lapaqa phaxsina,En noviembre,
Jichhurux kuna urusa?,¿Hoy que día es?,
Jichhurux pacha uruwa kullaka,Hoy es miércoles hermana,
Wasurux kuna urunsa?,¿Ayer que días era?,
Wasurux saxra urunwa kullaka,Ayer era martes hermana,
Kuna pachasa kullaka?,¿Qué hora es?,
Suxta alwat pä tunka k’atanakaw saraqxi kullaka,Son las 6:20 de la manañana,
Qharurkam kullaka Edyth,Hasta mañana hermana Edyth,
Qharurkamay kullaka Patricia,Hasta mañana hermana Patricia,
kullaka aski urukïpan,Hermana buen día,
Aski urukïpanay kullaka. Kunjamasktasa kullaka?,Buen día hermana. ¿Cómo estás herman?,
Nayax janiw walikti,Yo no estoy bien,
Kunata? Llakitatati? Usutatati?,¿Por qué? ¿Estás de pena? ¿Estás enferma?,
"P’iqijaw usutu, qullasisktwa. Jumasti kunjamasktasa? Kawkirus saraskta?","Mi cabeza me duele, me estoy curando. ¿Y tú cómo estás? ¿Dónde estás yendo?",
"Nayax walikisktwa, wankuruw sarasktha. Kullaka, tatamax kuna sutinisa? Oruronkiriti?","Yo estoy bien, al banco estoy yendo. ¿Hermana cómo se llama tu papá? ¿Es de Oruro?",
"Tatajan sutipax Quintin Pomawa, janiw Orurotakiti, jupax Wat’ankiriwa. Kullaka qawqha maranitasa? Achilamax kuna phaxsinsa jiwi?","Mi papá se llama Quintín Poma, el no es de Oruro, el es de Wata. ¿Hermana cuántos años tienes? ¿Tu abuelo en que mes a muerto?",
"Nayax phisqa tunka pusini maranitwa. Achchilajax anata phaxsin jiwxi, Kullaka kuna phaxsinktansa? Kuna phaxsinsa ch’uqi yapuchäta?",Yo tengo 54 años. Mi abuelo ha fallecido en ebrero. ¿Hermana en qué mes estamos? ¿En qué mes vas a sembrar papa?,
Taypi sata phaxsinktanwa. Lapaqa phaxsina yapuchä. Maria kunurus phuchhamax markaparu sarani? Khitinpis sarani?,Estamos en octubre. En noviembre sembraré. ¿María qué día tu hija irá a su pueblo? ¿Con quién irá?,
Jupax ñanqha uruw sarani. Tatapampiw sarani,Ella irá el viernes. Con su papá irá,
Jupanakax kuna pachas sarapxani?,¿Ellos a qué hora irán?,
Jupanakax tunka alwat tunka phisqani k’atanakampi saraqkipanwa sarapxani,Ellos irán a las 10:15 de la mañana,
Kunatakis sarapxani?,¿Para qué van a ir?,
"Iwijampi, wank’umpi, juyranakampi alasiriw sarapxani","Ellos irán a comprar oveja, conejo y alimentos",
"Kullaka uñtam kurmirirakis mistuskija, kuna samininakanisa?","Hermana mira el arcoíris está saliendo, ¿qué colores tiene?",
"Wilampi, churimpi, qillumpi, ch’uxñampi, laramampi, janqu laramampi, murturiyampi, uka samininakaniwa","Rojo, anaranjado, amarrillo, verde, azul, celeste, morado esos colores tiene",
"Maria jayp’urakixisa, sarantjañani. Ipalaslayku jutatapï","María ya es tarde, vámonos. Por la tía vas a venir siempre",
"Jisa jutaskawa, jutir phaxsikam kullaka","Sí, voy a estar veniendo, hasta el siguiente mes hermana",
Jutir phaxsikamay kullaka,Hasta el siguiente mes hermana,
Aski urukïpan Kullakanaka,Buenos días hermanas,
Aski urukïpanay jilata,Buenos días hermano,
Aski urukïpanay jilata,Buenos días hermano,
Kunjamasktasa jilata?,¿Cómo estás hermano?,
Walikistwa,Estoy bien,
Juman sutimax kunasa jilata?,¿Cuál es tu nombre hermano?,
Nayan sutijax Máximo,Mi nombre es Máximo,
Jumansti Kullaka?,¿Y de vos hermana?,
Nayan sutijax Clementinawa,Mi nombre es Clementina,
"Jumansti kullaka, kunas sutimax?","¿De vos hermana, cuál es tu nombre?",
Nayan sutijax Luz Karinawa,Mi nombre es Luz Karina,
Kullaka Luz qawqha maranitasa?,¿Cuántos años tienes hermana Luz?,
Nayax pä tunka payani maranitwa,Yo tengo 22 años,
Jumax jilata Maximo kawkitatasa?,¿De dónde eres hermano Máximo?,
Nayax Alto patatatwa,Yo soy de El Alto,
Jumax kullaka kuna luriritasa?,¿Cuál es tu ocupación hermana?,
"Nayax arxatiritwa, mä institucion publica ukana irnaqasktha","Yo soy abogada, trabajo en una Institución Pública",
Jumasti jilata Maximo kuna luriritasa?,"¿Y tú, a qué te dedicas hermano Máximo?",
Nayax askichiritwa,Yo soy mecánico,
Jumasti kullaka Clementina qawqha jilanitasa?,"¿Y tú, cuántos hermanos tienes hermana Clementina?",
Nayax kimsa jilanitwa,Yo tengo 3 hermanos,
"Kullaka, jilir jilamax uywaniti?","Hermana, ¿tu hermano mayor tiene animales?",
"Jisa, jiljax mä k’allaniwa, sutipax Poli satawa","Sí, mi hermano tiene un loro, su nombre es Poli",
Chiqati? Jiwitakirakiw sutipax kullaka,¿En serio? Bonito también es su nombre hermana,
K’allapax kuna saminisa?,¿De qué color es su loro?,
"Wilampi, q’illumpi, ch’uxñampi saminiwa","Es de color rojo, amarillo y verde",
Wiphalan samiparakisa,De la bandera su color también es,
"Kullaka Luz, wasurux kawkirusa sarta?","Hermana Luz, ¿Ayer a dónde has ido?",
Mä tantachawiruwa sartha,He ido a una reunión,
Khitimpiraki sartasti?,¿Con quién has ido?,
Jilïr irpirijampiw sartha,He ido con mi jefe,
Kullaka Luz kuna phaxsinktansa?,¿En qué mes estamos hermana Luz?,
Taypi sata phaxsinktanwa. Qharüru phaxsix tukuyxiwa,Estamos en el mes de octubre. Mañana acaba el mes,
"Jilata Maximo, jumax t’ant’a lurtati?","Hermano Máximo, ¿has hecho pan?",
Janiraw lurkti,Todavía no he hecho,
Kuna urusa luräta?,¿Qué día harás?,
Qharayp’uw nayax lurä,Mañana en la tarde yo haré,
Kullaka Clementina kuna urusa?,Herman Clementina ¿Qué día es?,
Jichhurux samaña uruwa. Nayax qhathuruw sarasktha,Hoy es domingo. Yo estoy yendo a la feria,
Kunarus saraskta qhathuru?,¿A qué estás yendo a la feria?,
Juyranaka alaqasiriw sarasktha,Estoy yendo a comprar alimentos,
Kunanaks alanita?,¿Qué cosas vas a comprar?,
"Jupha, ulluku, ch’uqi, apilla, tunqu, phiriyu, aycha, k’anwa","Quinua, papalisa, papa, oca, maíz, fideo, carne y huevo",
Kullaka Luz ukax kunasa?,¿Qué es eso hermana Luz?,
Akax chäkawa,Esto es caña,
Kunatakisa?,¿Para qué es?,
Risañatakiwa,Es para rezar,
Jilata Maximo kunas ustam?,¿Qué te duele hermano Máximo?,
Wich’u k’iliw usutu,Me duele la columna,
Qulliriwkar sarañamawa,Tienes que ir donde el médico,
Jisa kullaka Clementina,Sí hermana Clementina,
Qullasitaw jilata. Jan llakisimpti,Te vas a curar hermano. No tengas pena,
"Pä waranqa pätunka payani marana, nayax phuchajaruw sutiyä","El año dos mil veintidós, bautizaré a mi hija",
Yatiyitatapï,Avisas pues,
Jutatapï,Vas a venir pues,
Kullaka kuna pachasa?,¿Qué hora es hermana?,
Tunka mayani alwat kimsa tunka k’atanakaw saraqxi,Es las 11:30 de la mañana,
Jayp’uxiwa sarxañäni kullakanaka,Ya es tarde vamonos hermanas,
Jikisiñkam jilata,Hasta luego hermano,
Jikisiñkam jilata,Hasta luego hermano,
Jikisiñkamay kullakanaka,Hasta luego hermanas,
Aski urukïpan kullaka,Buen día hermana,
Aski urukïpanay kullaka,Buen día hermana,
Kamisaki kullaka,¿Cómo estás?,
Waliki kullaka,Bien hermana,
Jumasti,¿Y tú?,
Walikiraki kullaka,Bien también hermana,
¿Juman sutimax kunasa?,¿Cuál es tu nombre?,
Nayan sutijax Angelica Mamani,Mi nombre es Angelica Mamani,
Jumasnti?,¿Y de ti?,
Nayan sutijax Veronica Mamani Mendozawa,Mi nombre es Veronica Mamani Mendoza,
Jumax kuna luriritasa?,¿Cuál es tu ocupación?,
Nayax yatichiritwa,Yo soy profesora,
Jumasti kullaka?,¿Y tú hermana?,
Nayax jakhuritwa,Yo soy contadora,
Tatamax kuna luririsa?,¿Cuál es la ocupación de tu papá?,
Tatajax qulliriwa,Mi papá es médico,
Mamamasti,¿Y tu mamá?,
Mamajax qullirirakiwa,Mi mamá también es doctora,
Jumax qawqha maranitasa?,¿Tú cuántos años tienes?,
Nayax kimsa tunka pusini maranitwa,Yo tengo 34 años,
Jumasti,¿Y tú?,
Ukapachparakiwa,Igual,
Waliki,Bien,
Jumax qawqha jilanitasa?,¿Tú cuántos hermanos tienes?,
"Nayax kimsa jilanitwa, ukhamarari pä kullakanitwa",Yo tengo tres hermanos y dos hermanas,
Jilanakaman sutinakapax kunasa?,¿Cuál es el nombre de tus hermanos?,
"Jilatanakajan sutinakapax satawa German, Franz, Alex","Mis hermanos se llaman German, Franz y Alex",
Kullakanakamansti?,¿Y de tus hermanas?,
Kullakanakajan sutinakapax Lidia ukhamaraki Veronicawa,Mis hermanas se llaman Lidia y Verónica,
Jumax kawkitatasa,¿Tú de dónde eres?,
Nayax pandotatwa,Yo soy de pando,
Jumasti,¿Y tú?,
Nayax Altopatatwa,Yo soy de El Alto,
Jumax uywanitati?,¿Tú tienes animales?,
Jisa uywanitwa,"Sí, tengo animales",
Kuna uywanitasa?,¿Qué animales tienes?,
Nayax mä phisinitwa,Tengo un gato,
Phisimax kuna sutinisa?,¿Tu gato que nombre tiene?,
Pepona satawa,Su nombre es pepona,
Jiwakiw sutipaja,Bonito su nombre,
Jisa,si,
Kawkinkis phisimaxa?,¿Dónde está tu gato?,
Phisijax utankiwa,Mi gato está en mi casa,
Phisimax kuna saminisa?,¿De qué color es tu gato?,
"Phisijax janq’umpi, ch’iyarampiwa",Mi gato es blanco y negro,
Kawkirus sarañani?,¿Dónde vamos a ir?,
Utaru sarañani,Vamos a la casa,
Uka jila uñtam,Mira a ese hermano,
Jilamati?,¿Es tu hermano?,
Janiw jilajakiti,No es mi hermano,
Sarantañani kullaka,Vamos hermana,
Jisa sarañani,Si vamos,
Thuqhuñäniwa,Vamos a bailar,
Kuns thuqhuñani?,¿Qué vamos a bailar?,
Morenada thuqhuñani,Vamos a bailar morenada,
Jakkasawa thuqhuña,Viviendo hay que bailar,
Jikisiñkam kullaka,Hasta luego hermana,
Jikisinkamay kullaka,Hasta luego hermana,
Aski urukïpan kullaka,Buenos días hermana,
Aski urukïpanay kullaka,Buenos días hermana,
Juman sutimax kunasa,¿Cómo te llamas?,
"Nayan sutijax Lizeth Quispe Poma, jumansti?","Mi nombre es Lizeth Quispe Poma, ¿y tú cómo te llamas?",
Nayan sutijax Pamela Ibañez Velasco,Mi nombre es Pamela Ibañez Velasco,
Qhawqha maranitasa?,¿Cuántos años tienes?,
"Nayax kimsa tunka kimsaqallquni maranitwa, jumasti?","Yo tengo 38 años, ¿y tú?",
Nayax pä tunka mayani maranitwa,Yo tengo 21 años.,
Jumax qhawqha jilanitasa?,¿Cuántos hermanos tienes?,
"Nayax pusi jilanitwa, jumansti?","Yo tengo 4 hermanos, ¿y tú?",
Nayax pä jilanitwa. Qawqha kullakanitasa?,"Yo tengo 2 hermanos, ¿cuántas hermanas tienes?",
"Nayax phisqa kullakanitwa, jumansti","Yo tengo 5 hermanas, ¿y tú?",
Nayax janiw kullakanikti. Tatamax qawqha maranisa?,Yo no tengo hermanas. ¿Tu papá cuántos años tiene?,
"Tatajax Phisqa tunka pusini maraniwa, jumansti?",Mi papá tiene 54 años ¿y tu papá?,
Nayan tatajax suxta tunka kimsaqallquni maraniwa. Mamamax qawqha maranitasa?,"Mi papá tiene 68 años, ¿y tu mamá cuántos años tiene?",
"Nayan mamajax pusi tunka llätunkani maraniwa, jumansti?",Mi mamá tiene 49 años ¿y tú mamá?,
Mamajax suxta tunka phisqani maraniwa,Mi mamá tiene 65 años,
Jumax kawkitatasa?,¿tú de dónde eres?,
"Nayax El Alto markatatwa, jumasti?",Yo soy de la ciudad de Él Alto ¿y tú?,
Nayax La Paz markatwa. Ichutatamax kawkitasa,Yo soy de la ciudad de La Paz ¿y tu padrino de dónde es?,
"Ichutatajax Alto markatarakiwa, jumansti?",Mi padrino también es de la ciudad de el Alto ¿y el tuyo?,
Ichutatajax Oruro markatawa.,Mi padrino es de Oruro,
Waliki. Ichumamamax kawkitasa?,"Bien, ¿y tu madrina de dónde es?",
"Ichumamajax Cochabamba markatawa, jumansti?",Mi madrina es de Cochabamba ¿y la tuya?,
Nayan ichumamaxa La Paz markatawa,Mi madrina es de la ciudad de La Paz,
Waliki. Juman urumax kuna phaxsinkisa?,"Bien, ¿En qué mes es tu cumpleaños?",
"Nayan urujax lapaka phaxsinkiwa, jumansti?",Mi cumpleaños es en el mes de noviembre ¿y el tuyo?,
Nayan urujax mara t'aqa phaxsinkiwa,Mi cumpleaños es en junio,
Jichhax kuna phaxsisa?,¿Ahora qué mes es?,
Taypi Sata phaxsiwa,Es mes de octubre,
Kuna urusa?,¿Que día es?,
Ñanqha uruwa,Es viernes,
Kuna pachasa?,¿Qué hora es?,
